recipe,bananas,eggs,allpurposeflour,sugar,salt,bakingsoda,vanillaextract,bakingpowder,butter,sour cream,milk,buttermilk,water,wholewheatflour
"Moist-Banana-Bread-Recipezaar_4",1,2,1.75,1.5,0.5,1,0,0,0,0,0,0.333333333333,0,0
"Moist-Banana-Bread-Recipezaar_5",1,2,1.5,1,0.5,0.5,1,1,0.5,0,0,0,0,0
"Amazing-Banana_nut-Bread-Recipezaar",1.5,2,2.5,1.25,0.5,0.25,1,2,0,0,0,0.5,0,0
"Only-One-Vegan-Banana-Bread-Recipezaar",3,0,2,0.75,0.5,0.5,0.25,0,0,0,0,0,0,0
"Easy-Banana-Nut-Bread-Recipezaar",3,2,0,0.75,0,0,0.5,0,0,0,0,0,0,0
"Banana-Walnut-Bread-Recipezaar",1,0,1.5,0.666666666667,0.5,1,1,0,0.25,0,0,0,0,0
"Grandma_s-Banana-Nut-Bread-Recipezaar",3,2,2.5,1,1,1,0,1,0.5,0,0,0.333333333333,0,0
"Wheat_free_-Dairy_free-Banana-Bread-Recipezaar",1.5,2,0,0,0,2,1,0,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_11",3,1,2,1,1,1,0,0,0.5,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_10",3,2,2,1,0,0.5,0,1.5,0.5,1.5,0,0,0,0
"Banana-Nut-Bread-Recipezaar_12",1,2,4.75,0.75,1,0,0,0,0,0,0,0,0.333333333333,0
"Banana-Nut-Bread-Recipezaar_15",1,2,2,1,0.5,1,1,0,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_14",3,2,2,2,1,0.5,0,2,0,0,0,0.333333333333,0,0
"Banana-Nut-Bread-Recipezaar_17",1,3,2.5,1,0.5,0.25,0,3,0.5,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_16",2,2,0,0,0.25,0,0,1,0.5,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_19",5,4,1.5,1,1,1,0,2,0,0,0,0,0,0
"Banana-Bread_-Diabetic-Food_com-87913",5,4,2,0,0,2,0,0,0,0,0,0,0,0
"Reese_s-Peanut-Butter-Chocolate-Chip-Banana-Bread-Food_com-280318",2.5,2,2,0,0.25,1,1,0,0.5,0,0,0,0,0
"Whole-Wheat-Date-Walnut-Banana-Bread-Recipezaar",1,2,0,0,0.5,2,2,1,0,0,0,0,6,2.66666666667
"Low-Fat-Banana-Nut-Bread-Recipezaar",2,2,1.75,0,0.5,0.25,1,2,0,0,0,0,0,0
"Joyce_s-Unbeatable-Banana-Bread-Recipezaar",2,2,1.5,1,0.5,1,0,0,0,0,0,0,0,0
"Pear-Banana-Bread-Food_com-72156",2,2,2,0.5,0,1,1,0,0.5,0,0,0,0,0
"Banana-Nut-Raisin-Bread-For-Abm-Recipezaar",2,0,3.5,2,1,0,0,0,2,0,1,0,0,0
"Low-Fat-Banana-Spelt-Bread-Recipezaar",4,2,0,0,0.25,1,0,0,0,0,0,0,0,0
"Banana-Bread-Latte-Recipezaar",0,0,0,0,0,0,0,0,0,0,7,0,0,0
"Michelle_s-Banana-Chocolate-Gorilla-Bread-Food-Network-283669",2,0,0,0,0,0,0,0,8,0,0,0,0,0
"Peanut-Butter_chocolate-Chip-Banana-Bread-Recipezaar",2,1,2.5,0.5,0.75,0,1,1,0,0,0,0,0,0
"Low-Fat-Banana-Bread-Recipezaar",3,4,3.5,0,1,1,1,2,0,0,0,0,0,0
"Banana-Bread-Food_com-88013",1,2,1.75,0.75,0.5,0,0,1,0,0,0,0,0,0
"Healthy-Banana-Nut-Bread-Recipezaar_1",9,0,0,1.5,1.5,3,6,0,0,0,0,0,0,3
"Banana-Peanut-Butter-Bread-Recipezaar",2,1,0,0,0.5,1,1,0,0,0,0,0,0,1.5
"Five-Ingredient-Miracle-Whip-Banana-Bread-Recipezaar",1,0,2,0.75,0,2,0,0,0,0,0,0,0,0
"Buttermilk-Banana-Bread-Food_com-162695",1,1,1,0.75,0,0.5,0.5,1,2,0.5,0,0,0,0.5
"Healthy-Banana-Nut-Bread-Food_com-70832",0.75,2,0.75,0.333333333333,0.25,0.5,1,1,0,0,0,0,0,0
"Roasted-Pecan-Banana-Bread-Loaves-AllRecipes",1.5,2,1.5,1,0.25,1,1.5,1,0.5,0,0,0,0,0
"Mom_s-Banana-Bread-Recipezaar_3",1,2,1.75,0.666666666667,0.5,0.5,0,2,0,0,0,0,0,0
"Buttermilk-Banana-Bread-Recipezaar",1.25,2,2,1.33333333333,0,1,1,1,0.5,0,0,0.5,0,0
"Moist-Banana-Bread-Recipezaar",2,2,1.66666666667,1,1,1,0,0,0,0,2,0,0,0
"Banana-Bread-With-Chocolate-Recipezaar",3,2,1.5,0,0,1,1,0,0,0,0,0,0,0
"Zucchini-Banana-Bread-Recipezaar_3",1,1,1.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0
"Banana-Nut-Bread-I-Allrecipes",1.5,3,3,2.5,0,1.5,1,1.5,0,0,0,1.25,0,0
"Baby-Bear_s-Whole-Wheat-Banana-Bread-Recipezaar",2,4,0,0,1,2,0,0,0,0,0,0,0,3
"Liisa_s-Best-Banana-Nut-Bread-_-Really_it_s-That-Good_-Recipezaar",3,2,2,1,0.5,1,0.5,0.5,0,0,3,0,0,0
"Another-Vegan-Banana-Bread-Food_com-76647",3,0,0,0.75,1,1,0,1,0,0,0.5,0,0,0
"Very-Moist-Banana-Nut-Bread-Recipezaar",4,3,2.25,2,0.5,1.33333333333,1,0,0,0,0,0.25,0,0
"Mom_s-Banana-Bread-Recipezaar_6",6,4,3.5,3,0.25,2,1,0,1,0,0,1,0,0
"Heavenly-Banana-Bread-Recipezaar",2,1,1.33333333333,0,0,1,1,1,0.5,0,0,0.333333333333,0,0
"Delicious-Low-Fat-Banana-Bread-With-Chocolate-Chips-Recipezaar",3,2,1.75,0,0.5,0.5,0,1.25,1,0,0,0,0,0
"Banana-Caramel-Bread-Pudding-Recipezaar",2,3,0,0.333333333333,0,0,0,0,0.25,0,1,0,0,0
"Christmas-Banana-Bread-TasteOfHome",1.25,2,2,1,0.25,1,0,0,0.5,0,0,0,0,0
"Egg-Free-Banana-Bread-Food_com-105009",2,0,0.75,0,0,0,1,0,0,0,0.5,0,0,0
"Coconut_pineapple-Banana-Bread-Recipezaar",2,2,2,0,0.5,0.75,1,0,0,0,0,0,0,0
"William-Shatner_s-Banana-Nut-Bread-Recipezaar",3,2,0,0,0.25,1.5,0,0,0.5,0,0,0,0,1.75
"Christmas-Banana-Bread-Recipezaar",3,2,1.25,1,0.5,1,0,0,0.5,0,0,0,0,0
"Cathy_s-Banana-Bread-Allrecipes",1,2,2,1.33333333333,0.25,1,1,1,0,1,0,0,0,0
"Healthy-Banana-Bread-Food_com-107848",5,1,0,0,1.5,1.5,0,1.5,0,0,0,0,0,0
"Blueberry-Banana-Bread-Recipezaar_4",1,2,2,0.666666666667,0.5,0.25,0,2,0.25,0,0,0,0,0
"Yes_-Another-Banana-Bread_muffin-Recipe-Recipezaar",4,3,1.5,1.5,1.5,1,1,0,0,0,0,0.75,0,3
"Peanut-Butter-Banana-Sandwich-Bread-Puddings-With-Dark-Caramel-S-Food_com-128245",2,2,0.25,2,0.125,0,1,0,2,0,0,0,0,0
"Egg_free-Chocolate_banana-Loaf-_bread_-Mini_loaves_-Muffins_-Recipezaar",0.75,0,1.5,0.5,0.25,1,2,0,0,0,0,0,0,0
"Cranberry_banana-Bread-Recipezaar",2,4,3.5,1.33333333333,1,0.5,0,4,0,0,0,0,0,0
"Mango-Banana-Bread-Recipezaar_1",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Raisin-Banana-Bread-TasteOfHome",0.5,3,3,2,1,0.5,2,1,0,0,0,0,0,0
"Banana-Zucchini-Spelt-Bread-With-Rainier-Cherries-Recipezaar",3,4,1,1.25,1,1.5,1,1.5,0,0,0,0,0,0
"Best-Of-Kansas-Banana_walnut-Bread-Recipezaar",2,2,2,1.5,0.5,1,1,0,0,0,0,0.25,0,0
"Banana-Bread-Recipezaar",2,2,0,0.666666666667,0,0,0,0,0,0,0,0,0,0
"Banana_oatmeal-Bread-Recipezaar_2",1,2,1.5,0.666666666667,0.25,0.25,1,1.5,0,0,0,0.333333333333,0,0
"Whole-Wheat-Chocolate-Chip-Banana-Bread-Recipezaar",2,2,0,0.75,0.25,0.75,1,0,0.25,0,0,0,0,2
"Coconut-Banana-Bread-With-Lime-Glaze-Recipezaar",1.5,2,2,0,0.5,0.75,0.5,0,0.25,0,0,0,0,0
"dairy-free-whole-grain-banana-bread-Recipe-Chow-48486",5,2,0,0.666666666667,0.5,0.5,1,1,0,0,0,0,0,0
"Banana-Bread-Sticks-For-Baby-Recipezaar",1,2,1.75,0,0,0.5,0,2,0,0,0,0,0,0
"_beat-This_-Banana-Bread-Recipezaar",6,4,0,2,1,2,0,0,1,0,0,0,0,0
"Banana-Oat-Bread-_bread-Machine_-Recipezaar",4,0,2.5,0,1,0,0,0,0,0,0,0,0.5,0
"Yummy-Healthy-Banana-Bread-Recipezaar",4,0,1.5,0.5,0.5,1,0.5,0,0,0,0,0,0,0
"Chocolate-Chocolate-Banana-Bread-Food_com-129641",1,2,2,1,0.5,1,1,0,0.5,0,0.333333333333,0,0,0
"Sour-Cream-Banana-Bread-Recipezaar",3,0.5,1.5,1,0.5,1,0,0,0,0.5,0,0,0,0
"Chocolate-Banana-Bread-Recipezaar_5",3,2,2,1,1,1,1,0,0.5,0,0.25,0,0,0
"Chocolate-Banana-Bread-Recipezaar_6",0.5,1,1.5,0.5,0.5,0.5,0,0,0.25,0,2,0,0,0
"Chocolate-Banana-Bread-Recipezaar_3",3,2,2,0,0,0,0,1.5,0.5,0,0,0,0,0
"Banana-Bread-Pancakes-Recipezaar",2,0,0,0,0,0,0,0,0,0,0,2,1,0
"Apple-Butter-Banana-Bread-Food_com-125681",0.5,2,3,0.25,0.25,0.25,0,1.5,2,0,0,0,0,0
"Banana-Bread-Recipezaar_48",2,2,1,1,0.25,0,1,0,0.25,0,0,0,0,1
"Banana-Bread-Recipezaar_49",3,0,0,0,0.25,1.5,1,0,0,0,0,0,0,0
"Banana-Macadamia-Nut-Bread-Recipezaar",2,2,1.75,0,0.5,0,0,1,0.5,0,0,0,0,0
"Zucchini-Banana-Oat-Bread-_low_er_-Carb_-Recipezaar",2,3,0,0,1,2,1,2,0,0.5,0,0,0,3
"Banana-Bread-Recipezaar_41",3,0,1.5,0.75,0,0.25,0,3.5,0,0,0,0,2,0
"Banana-Bread-Recipezaar_42",1,2,1.75,0.666666666667,0.5,0.25,0,2,0.333333333333,0,0,0,0,0
"Banana-Bread-Recipezaar_43",3,2,2,1,0.5,0.5,0.5,0.25,0.75,0,0,0,0,0
"Banana-Bread-Recipezaar_45",3,2,1.25,1,0.5,1,0,0,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_47",2,2,1,0,1,0,1,0,0.25,0,0,0,0,1
"Banana-Bread-With-Cinnamon-Crumble-Topping-Recipezaar",1,2,1.5,0,0.5,1,0,0,0,0,0,0,0,0
"Orange-Banana-Nut-Bread-TasteOfHome",1.25,2,3,1.5,0.5,1.5,0,1.5,0,0,0,0,0,0
"Banana-Bread-_-Yummy-Recipezaar",3,1,2,0,0,0,0.5,0,0,0,0,0,0,0
"Banana-Tea-Bread-Recipezaar_3",1,2,1.75,0.666666666667,0.5,2,0,0.25,0,0,0,0,0,0
"Banana-Zucchini-Applesauce-Bread-Food_com-63473",3,1,0.666666666667,0,0.25,1.5,0,1.5,0,0,1,0,0,0
"The-Best-Banana-Bread-_cook_s-Illustrated_-Recipezaar",3,2,2,0,0.5,0.75,1,0,6,0,0,0,0,0
"Banana-Pecan-Bread-By-Tyler-Florence-Recipezaar",4,2,2,0,0.5,1.5,1,0,0.75,0,0,0,0,0
"Low-Fat-Banana-Bread-Food_com-204139",5,2,2,0,0.25,1,1,0,0,0,0,0,0,0
"Hazelnut_-Chocolate-and-Banana-Rolled-Bread-Food_com-99212",2,0,0,1,0,0,0,0,0,0,0,0,1,0
"Ponderosa-Banana-Chocolate-Bread-Recipezaar",3,2,3,2,0,2,1,2,1,1,0,0,0,0
"Banana-Bread-1-Recipezaar",1,2,2,0,0.25,1,0,0,0.5,0,0,0,0,0
"Gramma_s-Banana-Bread-Muffins-Recipezaar",2,1,1.5,0.75,0.25,1,1,0,0.25,0,0,0,0,0
"Banana-Blueberry-Bread-My-Recipes",1,2,1,0.5,0.5,0.25,0,0.5,0,0,0,0,0,0.5
"Chocolate-Bourbon-Spiked-Banana-Bread-Recipe-Leite_s-Culinaria-287065",1.5,2,2,0,0.5,0,0,1,0.5,0,0,0,0,0
"Light-Banana-Bread-Food_com-181015",1.5,3,3,0,0.75,1,1.5,1,0.75,0,0.333333333333,0,0,0
"Banana-Blueberry-Bread-Recipezaar_1",1,1,2,2,0.5,0.5,0,1,6,0,0,0,0,0
"Low-Fat-Banana-Bread-W_splenda-Recipezaar",4,0,1.5,0,0.5,1,0.5,0,0.5,0,0,0,0,0
"Vegan-Low_fat-Banana-Bread-Recipezaar",2,0,1,0.5,0.25,0.75,0,0,0,0,0,0,0,1
"Banana-Coconut-Tea-Bread-Recipezaar",1,2,2,0.666666666667,0.5,0.5,0,1,0.333333333333,0,3,0,0,0
"Banana-Bread-Food_com-95386",4,0,1.25,0.5,0,0,0,0,0,0,0,0,0,0
"Low-Fat-Banana-Nut-Bread-Food_com-188015",3.5,2,2.66666666667,0,0.25,1.5,1,0,0,0,0,0,0,0
"Bread-Machine-Banana-Nut-Bread-Yeast-1-Lb-Food_com-97457",2,1,1,0,0.5,0,1,0,0,0,0,0,0,0.5
"Banana-Bread-Recipezaar_2",1,2,1.75,0.666666666667,0.5,0.25,0,1,0.5,0,0,0,0,0
"Bananas-and-Cream-Bread-_For-Bread-Machines_-Food_com-72304",0.75,0,0,1,1,0,0,0,0,0.75,0,0,0.25,0
"Baked-_-Banana-Bread_-Oatmeal-Recipezaar",2,1,0,2,1,0,1,0,0,0,1.5,0,0,0
"Banana-Cream-Of-Wheat-Bread-Recipezaar",1.5,2,0,1,0.5,0,0,4,0,0,0,0,1.5,0
"Yogurt-Banana-Bread-Recipezaar",3,2,0,0,0.5,0,0,1,0.5,0,0,0,0,2
"Cinnamon-Banana-Bread-Recipezaar_1",2,1,1.75,0.666666666667,0.25,0,0,0,0,0,0,0,0,0
"Low_calorie-Banana-Bread-Recipezaar",1,1,0.75,0,1,0,1,1,1,0,0,0,0,0
"Banana-Walnut-Buttermilk-Bread-Recipezaar",4,2,1.5,1.5,0,1,1,0,0.5,0,0,0.333333333333,0,0
"Spiced-Banana-Bread-Allrecipes",4,2,2,1,0.5,1,1,1.5,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_126",2,2,1.75,1,0.5,0.5,0,1,0.5,0,0,0,0,0
"Banana-Raisin-Peanut-Bread-Recipezaar",1,2,2,0,0.25,0.5,0,1,0,0,3,0,0,0
"Banana-Wheat-Bread-_bread-Machine_-Recipezaar",2,1,0,0,0.5,0,0.5,0,0,0,0,0,0,1.5
"Braided-Banana-Date-Nut-Bread-_ABM_-Food_com-163266",0.5,1,0,0.25,0.5,0,0,0,3,0,3,0,3,0
"Moist-Banana-Pecan-Bread-Recipezaar",2,2,2,0,0.5,0,0.5,2,0.5,0,0,0,0,0
"Chocolate-Zucchini-Banana-Bread-Recipezaar",1,3,0,2,1,1,3,0,0,0,0,0,0,3
"Banana-Coconut-Bread-Food_com-101789",2,2,2,1,0.5,1,0,0,0,0,0,0,0,0
"Banana-Nut-Yeast-Bread-TasteOfHome",1,2,5,0.5,0.5,0,0,0,0.333333333333,0,0.333333333333,0,0,0
"Easy-Delicious-Banana-Bread-Food_com-69972",4,2,2,0,0.5,1,0,0,0.5,0,0,0,0,0
"One-Pan-Banana-Bread-Food_com-164729",1.5,3,0,1,0,0,0.5,0,0,0,0,0,0,0
"Reduced-Cal-Splenda-Banana-Bread-Recipezaar",1.25,0,1.33333333333,0,1,0.5,2,1,0,0,0,0,0,0
"Montessori-School-Banana-Bread-Recipezaar",5,4,3.5,1.33333333333,1,0.5,0,4,0,0,0,0,0,0
"Cream-Cheese_banana_nut-Bread-Recipezaar",1.5,2,1.5,1,0.5,0.5,0.5,0.5,0.25,0,0,1,0,0
"Healthy-Banana-Bread-_low-Calorie_-Low-Fat_-Low-Sugar-Food_com-162636",4,0,0,0,0,2,1,2,0,0,0.333333333333,0,0,1.5
"Honey-Banana-Whole-Wheat-Bread_bread-Machine-Recipezaar",1,1,0,0,0.5,0,0.5,0,1,0,0,0,0,1
"Honey-Banana-Bread-Recipezaar",1,0,0,0,0,0.75,0,1.5,0,0,0,0,0,2
"Coca-Cola-Banana-Bread-Recipezaar",2,4,3.25,0,0.375,0,2,2,0.5,0,0,0,0,0
"The-Best-Banana-Bread-Allrecipes",1.5,2,2,1,0,1,0,0,0,0,0,0,0,0
"Banana_nut-Chip-Bread-TasteOfHome",1.5,3,2.25,1.25,1,1,1,1,0,0,0,0,0,0
"Mom_s-Banana-Bread-Food_com-66443",1.5,2,0,0,1,1,1,0,0,0,0,0,0,2.5
"Whole-Wheat-Oat-Banana-Bread-Recipezaar",3,1,0,0,0,1,1.5,1,0,0,0,0,0,1.25
"Moist-Banana-Bread-Recipezaar_3",2,3,1.5,1.75,0.125,1,1,0,0.5,3,0,0,0,0
"Favorite-Banana-Bread-Recipezaar",1,2,0,1,0,0.5,0,1.5,0.25,0,0,0,0,0
"Nana_s-Banana-Bread-MyRecipes-265736",3,2,1.75,0,0.5,1,0.5,0,0.5,0,0,0.25,0,0
"Low-Fat-Banana-Bread-Recipezaar_1",1,0,0.75,0.5,0,0.25,0,2,0,0,0,0,0,0
"Miriam_s-Banana-Nut-Bread-Recipezaar",1,2,1.75,0.5,0.5,0.5,0,1,0.333333333333,0,0,0,0,0
"Mrs_-April_s-Banana-Bread-Recipezaar",3,2,2,1,1,1,0,0,0.5,0,0,0,0,0
"Whole-Wheat-Banana-Bread-Recipezaar_4",2,4,0,2,1,2,0,0.5,0,0,0,0,0,0
"Pineapple-Banana-Bread-Recipezaar",0.666666666667,1,1,0.666666666667,0.5,0.5,0.5,0.125,0,0,0,0,0,0
"Banana_blueberry-Bread-Machine-Bread-Recipezaar",0.666666666667,1,0,0.25,1,0,0,0,0,0,0,0.75,0,0
"Favorite-Bake_off-Banana-Wheat-Quick-Bread-Recipezaar",1.5,1,1.25,1,1,1,0,0,0,0,0,0,0,0.5
"Instant-Banana-Bread-Food_com-104612",4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Banana-Sour-Cream-Nut-Bread-With-Glaze-Food_com-171088",1,2,2.75,1,0.5,1,1,1,0.666666666667,0.5,0,0,0,0
"Non_fat-Banana-Bread-Recipezaar",4,0,0,0.5,0.5,1,0.333333333333,0.25,0,0,0,0,0.333333333333,1.66666666667
"Banana-Nut-Chocolate-Chip-Bread-Recipezaar",1,1,2,0.75,0.5,0.25,0,2.5,0.333333333333,0,0,0.5,0,0
"Lisa_s-Superb-Banana-Walnut-Bread-Recipezaar",3,1,1,0,0,1,2,0.5,4,0,0,0,0,0
"Nthochi-_banana_-Bread-Recipezaar",5,1,2,1,1,0,0,1,0,0,1,0,0,0
"Low-Fat-Secret-Ingredient-Banana-Bread-Recipezaar",2,0,1,0,0.25,0.5,1,0.5,0,0,0,0,0,1
"Winter-Squash-Banana-Bread-Food_com-110619",1,3,3,2,1,2,2,1.5,0,0,0,0,0,0
"Healthy-Banana-Orange-Flax-Bread-_low-Fat_-Recipezaar",1,1,0.5,0.5,0,0.5,0.5,1.5,0,0,0,0,0,0
"Mels-Basic-Banana-Bread-Recipezaar",1.33333333333,2,2,1,0.25,1,1,0,0,0,1,0,0,0
"Deliciously-Simple-Banana-Bread-Food_com-97766",2,1,1,0.5,0.25,1,0,0,0,0,0,0,0,0
"Low-Fat-Banana-Bread-Recipezaar_4",5,2,2,0,0.25,1,1,0,0,0,0,0,0,0
"Barkin-Banana-Bread-For-Dogs-Recipezaar",2,2,1.5,0,0,0,0,2,0,0,0,0,0,0
"Cream-Cheese-Banana-Bread-_Moist_-Food_com-287438",3,2,2,0.5,0.5,1,1,0.5,0,0,0,0,0,0
"Banana-Bread-With-Coconut-Milk-Recipezaar",4,2,2,0,0,2,0,2,0,0,0,0,0,0
"Banana-Bread-MyRecipes-247870",1,1,1.5,0.75,0,0.25,0,1.5,0,0,0,0,0,0
"Peanut-Butter-Banana-Sandwich-Bread-Puddings-With-Dark-Caramel-Sauce-MyRecipes-212110",2,2,0,0,0,0,0,0,0,0,0,8,0,0
"Moist-Banana-Walnut-Bread-Recipezaar",4,2,2,1.5,0.75,1,1,0,0.75,0,0,0.5,0,0
"Low-Calorie-Whole-Wheat-Banana-Bread-Recipezaar",2,0,0.75,0,0.25,1,1,0,0,0,0,0,0,1
"Pineapple-Banana-Bread-TasteOfHome",2,3,3,2,1,1,2,0,0,0,0,0,0,0
"Banana-Coconut-Macadmia-Bread-Recipezaar",2,2,2,0.75,0.5,1,1,0,0.5,0,0,0,0,0
"The-Healthy-Version-Of-Going-Bananas-Bread-Recipezaar",2,2,1,0.75,0.5,2,0,0,0,0,0,0,0,1
"Yet-Another-Banana-Bread-Recipe-Recipezaar",2,4,2.5,2,1,2,1,0,0,0,0,0,0,0
"Banana-Wheat-Bread-Allrecipes",1.5,2,0,0,1,1,1,0,0,0,0,0,0,0
"The-Best-Banana-Bread-Recipezaar_1",3,2,2,1.5,0.75,1,1,0,0.75,0,0,0.5,0,0
"Bananas-Foster-Bread-Pudding-Recipezaar_2",4,5,0,1,0,0,0,0,1.5,0,0,0,0,0
"Blueberry-_-Banana-Bread-Recipezaar",1,2,0,0.666666666667,0,0,0,0,0,0,0.25,0,0,0
"Double-Chocolate-Banana-Bread-Recipezaar",1.25,2,1.5,1,0,1,1,0,0,0,0,0,0,0
"Banana-Chip-Bread-_lower-Fat_-Recipezaar",3,2,1.75,0,0.5,0.5,0,1.25,1,0,0,0,0,0
"Scrumptious-Banana-Bread-Recipezaar",1,2,1.75,0,0.75,1,0,0,0,0,0,0,0.5,0
"Banana-Nut-Bread-Food_com-173745",0.75,0,3,3,1,0,0.5,0,2,0,1,0,0.75,0
"Uncle-Dobo_s-Special-Banana-Blueberry-Bread-Recipezaar",3,2,0,0,0.125,0,0,0,0,0,0,0,0,0
"Vegan-Chocolate-Chip-Banana-Bread-Recipezaar",4,0,1.5,0.5,1,1,1,0,0,0,0,0,0,0
"Low-Fat-Stevia-Banana-Bread-Recipezaar",2,2,0,0,0.25,1,1,0,0,0,0,0,0,2.25
"Banana_lemon-Tea-Bread-Recipezaar",1.5,2,2,1,1,1,0,0,0.666666666667,0,0,0,0,0
"Strawberry_banana-Bread-Recipezaar",3,2,1.5,0,0.5,1,1,0,0.5,0.5,0,0,0,0
"Low-Fat-Banana-Bread-Recipezaar_6",3,1,0.75,0,0.25,0.5,1,1.25,0,0,0,0,0,0.75
"Banana-Bread-Recipezaar_84",4,2,2,0,0.5,1,1,0,8,0,0,0,0,0
"Banana-Bread-Recipezaar_86",4,0,0,0.25,0.5,1,1,0,1,0,0,0,0,0
"Banana-Bread-Recipezaar_80",3,1,1.5,1,0.5,1,1,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_81",1,2,1.75,0.666666666667,0.5,0.75,0,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_82",1.5,2,2,0.75,0.5,1,2,0.5,0,0,0,0,0,0
"Banana-Bread-Recipezaar_83",3,1,1.5,1,0.5,0.75,0,1,0.5,0,0,0,0,0
"Banana-Bread-V-Allrecipes",1,1,2,1,0.5,0.5,0,1,0,0,5,0,0,0
"Banana-Bread-Recipezaar_88",1,0,1.5,0.75,0,0.5,0,1.25,0,0,0,0,0,0
"Sour-Cream-Banana-Bread-Recipezaar_5",3,2,2,1,0.5,0.5,1,1,0.5,0.5,0,0,0,0
"Banana-Bread-MyRecipes-204810",0.25,0,0.5,3,0,0.25,0.25,0.25,0,0,0,0,0,0
"Sour-Cream-Banana-Bread-Recipezaar_3",2.5,3,2,0,0,0,2,1,0.5,0.333333333333,0,0,0,0
"Sour-Cream-Banana-Bread-Recipezaar_2",1,2,1.5,1,0.5,1,1,0,0,0.5,0,0,0,0
"Banana-Nut-Pina-Colada-Bread-Recipezaar",2,4,3.5,2,0,0,2,1,1,0,0.25,0,0,0
"The-Worlds-Bestest-Banana-Bread-Recipezaar",1.5,1,1.75,0.5,0.5,1,1,0.25,5,0,0,0,0,0
"Whole-Wheat-_-Soymilk-Banana-Bread-Recipezaar",1,2,1,0.666666666667,0.25,0.5,0,2,0,0,0,0,0,0
"Val_s-Banana-Bread-Food_com-79564",4,2,2,0,1,1,1,0,0.5,0,0,0,0,0
"Banana-Bread-_yeast-Risen_-Recipezaar",1,2,4.75,0.75,1,0,0,0,0,0,0,0,0.333333333333,0
"Aunt-Peg_s-Banana-Bread-Recipezaar",4,2,1.25,1,0.5,1,0,0,0.5,0,0,0,0,0
"Delicious-Low-Sugar-Banana-Bread-Recipezaar",2,3,0.75,0.75,2,2,2,0,0,0,0,0,0,0
"Katie_s-Healthy-Banana-Bread-Recipezaar",1,0,2,0,0.5,0.5,0,2,0,0,0,0,0,0
"Nancy_s-Banana-Bread-Recipezaar",3,1,1.5,0.5,0,1,0,0,0.5,0,0,0,0,0
"Banana-Bread-Oatmeal-Recipezaar_2",1,0,0,0,0.125,0,0,0,0,0,0,0,1.5,0
"Sugar-Free_-Gluten-Free_-Low-Fat-Peanut-Butter-Banana-Bread-Recipezaar",3,0,0,0,0,1,2,0.5,0,0,0,0,0,0
"Flax-Banana-Bread-Recipezaar_1",1,2,1.75,0,0.5,0.5,0,1,0,0,0,0,0,0
"Banana-Oatmeal-Bread-Recipezaar",2,1,2,0,0.5,0.5,0,1,0,0,0,0,0,0
"Banana-Bread-Martha-Stewart-191095",1,2,1.5,0,1,1,1,0,0.5,0.5,0,0,0,0
"Banana-Chocolate-Chip-Bread-Pudding-_Vegan_-Food_com-145881",3,0,0,0,0,0,1,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_12",2.33333333333,2,2,0,0.25,1,0,0,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_11",1,2,2,1,0.5,1,1,0,0.5,0,0.25,0,0,0
"Banana-Bread-Recipezaar_10",1,2,1.75,1.5,0,1,0,0,0,0,0,0.333333333333,0,0
"Banana-Bread-Recipezaar_17",1.5,0,2.5,1.25,1,1,1,0,0,0,0,0.5,0,0
"Banana-Bread-Recipezaar_16",2,2,2,1,1,0.5,1,2,0,0,0.5,0,0,0
"Banana-Bread-Recipezaar_14",4,2,2.5,1.25,1,1,1,0,0.5,0,0.5,0,0,0
"Mrs_-Kurtz_s-Banana-Bread-Allrecipes",1.5,1,1.5,1,0.25,0.75,0,0,0,0,0,0,0,0
"Peanut-Butter-Banana-Bread-Recipezaar_1",3,2,2,1,0,0,2,1,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_18",3,2,2,0,0.5,0.75,1,0,6,0,0,0,0,0
"Very-Low-Calorie-Banana-Bread-Food_com-123735",2,0,0.25,0,1,0,1,1,0,0,2,0,0,0
"Banana_nut-Corn-Bread-TasteOfHome",1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hungry-Girl_s-Banana-Bread-Pudding-Recipezaar",2,0,0,0,0,0,2,0,0,0,0,0,0,0
"Nana_s-Banana-Bread-Food_com-149149",3,2,1.75,0.5,0.5,1,0.5,0,8,0,0,0.25,0,0
"Low-Fat-Vegan-Banana-Bread-Recipezaar",1,0,0.5,0,0.5,0.25,0,2,0,0,0,0,0.5,1
"Chocolate-Banana-Bread-Recipezaar_8",1,2,2,1,1,1,1,0,0.5,0,0.25,0,0,0
